sentence,course,discipline,institution,contributor,stance,confidence,prob_disc,prob_cond,prob_enc
There are situations and contexts within this course where you will be asked to use AI tools to explore how they can be used.,Digital Interventions - AI & Education ,Education,College Unbound,"Lance Eaton
@leaton01 (Twitter)
LinkedIn
 
CU’s Institutional Strategy for AI Generative Tools",encouraging,0.9774481058120728,0.011996199,0.010555759,0.9774481
"Outside of those circumstances, you are discouraged from using AI tools to generate content (text, video, audio, images) that will end up in any student work (assignments, activities, responses, etc) that is part of your evaluation in this course.",Digital Interventions - AI & Education ,Education,College Unbound,"Lance Eaton
@leaton01 (Twitter)
LinkedIn
 
CU’s Institutional Strategy for AI Generative Tools",discouraging,0.6642004251480103,0.6642004,0.2641922,0.071607396
Any student  work submitted using AI tools should clearly indicate what work is the student’s work and what part is generated by the AI.,Digital Interventions - AI & Education ,Education,College Unbound,"Lance Eaton
@leaton01 (Twitter)
LinkedIn
 
CU’s Institutional Strategy for AI Generative Tools",encouraging,0.6657009720802307,0.15016997,0.18412909,0.665701
"In such cases, no more than 25% of the student work should be generated by AI.",Digital Interventions - AI & Education ,Education,College Unbound,"Lance Eaton
@leaton01 (Twitter)
LinkedIn
 
CU’s Institutional Strategy for AI Generative Tools",discouraging,0.34260982275009155,0.34260982,0.3304152,0.32697502
"If any part of this is confusing or uncertain, please reach out to me for a conversation before submitting your work.",Digital Interventions - AI & Education ,Education,College Unbound,"Lance Eaton
@leaton01 (Twitter)
LinkedIn
 
CU’s Institutional Strategy for AI Generative Tools",conditional,0.4826642572879791,0.382707,0.48266426,0.1346288
Use of Artificial Intelligence in Education (AiED),Educational Psychology (EPSY) 822 Instrument Development,Education,University of Kansas,"Maggie Mosher, Ph.D",encouraging,0.9355063438415527,0.04192021,0.022573393,0.93550634
"Within this course, you are welcome to use generative artificial intelligence (Ai) models (Poe.com, You.com, Copilot, ChatGPT-o, DALL-E-3, Claude, Bard, Perplexity, etc.) with correct acknowledgment (you can ask the AI to cite itself in APA7 to help you).",Educational Psychology (EPSY) 822 Instrument Development,Education,University of Kansas,"Maggie Mosher, Ph.D",encouraging,0.7761892080307007,0.1650743,0.05873655,0.7761892
"However, you should note that all large language models, image generators, and chatbots have a tendency to locate incorrect facts and submit them as fact, make incorrect citations, perpetuate biases, create offensive products, and may violate copyright.",Educational Psychology (EPSY) 822 Instrument Development,Education,University of Kansas,"Maggie Mosher, Ph.D",discouraging,0.5295906066894531,0.5295906,0.41478896,0.055620447
"Therefore, be sure that you consider ethical AI usage, data privacy and security, addressing potential biases in AI algorithms, and appropriately balancing technology with human interaction as you will be responsible for any inaccurate, biased, offensive, or unethical content you submit, regardless of its orgin (you or the AI).",Educational Psychology (EPSY) 822 Instrument Development,Education,University of Kansas,"Maggie Mosher, Ph.D",discouraging,0.5997670888900757,0.5997671,0.35097426,0.04925862
"AI tools should support, not replace, your learning.",Educational Psychology (EPSY) 822 Instrument Development,Education,University of Kansas,"Maggie Mosher, Ph.D",encouraging,0.8396204113960266,0.06948472,0.09089481,0.8396204
Think critically about all of your assignments but particularly if you choose to use AI.,Educational Psychology (EPSY) 822 Instrument Development,Education,University of Kansas,"Maggie Mosher, Ph.D",encouraging,0.7948126196861267,0.12702443,0.07816291,0.7948126
"AI should enhance learning, not substitute critical thinking and knowledge construction.",Educational Psychology (EPSY) 822 Instrument Development,Education,University of Kansas,"Maggie Mosher, Ph.D",encouraging,0.6771634817123413,0.095230274,0.2276062,0.6771635
Use of AI is entirely voluntary and optional.,Educational Psychology (EPSY) 822 Instrument Development,Education,University of Kansas,"Maggie Mosher, Ph.D",discouraging,0.5891034603118896,0.58910346,0.34418586,0.06671073
"If you use an Ai model, its contribution must be cited ACCURATELY AND INCLUDE:",Educational Psychology (EPSY) 822 Instrument Development,Education,University of Kansas,"Maggie Mosher, Ph.D",discouraging,0.5447528958320618,0.5447529,0.1473507,0.30789644
Was the Ai model your original output for your submission?,Educational Psychology (EPSY) 822 Instrument Development,Education,University of Kansas,"Maggie Mosher, Ph.D",encouraging,0.5322183966636658,0.2979557,0.16982587,0.5322184
Feel free to look at the following AI Frameworks for guidance:,Educational Psychology (EPSY) 822 Instrument Development,Education,University of Kansas,"Maggie Mosher, Ph.D",encouraging,0.9631707072257996,0.021280563,0.015548812,0.9631707
"1. AIEd Framework (AIK12, 2019)",Educational Psychology (EPSY) 822 Instrument Development,Education,University of Kansas,"Maggie Mosher, Ph.D",encouraging,0.7549811601638794,0.17060615,0.074412666,0.75498116
"The Artificial Intelligence (AI) for K-12 initiative 5 https://ai4k12.org/ 
2. Long & Magerko’s (2020) Framework (5 comps, 15 design, 17 lit)",Educational Psychology (EPSY) 822 Instrument Development,Education,University of Kansas,"Maggie Mosher, Ph.D",encouraging,0.8136836290359497,0.14568698,0.040629346,0.8136836
"https://dl.acm.org/doi/10.1145/3313831.3376727 
https://olj.onlinelearningconsortium.org/index.php/olj/article/view/4426/1363 

Student Frameworks:
3. ISTE’s (2022) International Society for Technology in Education 7 standards using AI to become https://iste.org/standards 

Educator Frameworks:
4.",Educational Psychology (EPSY) 822 Instrument Development,Education,University of Kansas,"Maggie Mosher, Ph.D",encouraging,0.7000011205673218,0.2399834,0.060015496,0.7000011
AI UDL (2024) Institute for Advanced Learning Technologies) https://ialt.education.ufl.edu/2024/05/06/a-framework-for-inclusive-ai-learning-design-for-diverse-learners/,Educational Psychology (EPSY) 822 Instrument Development,Education,University of Kansas,"Maggie Mosher, Ph.D",encouraging,0.8714680075645447,0.09793927,0.030592745,0.871468
"The Use of Artificial Intelligence (AI) Tools in ED 576 
The Warner Pacific University recognizes the potential benefits of incorporating AI tools in the classroom environment.",INSTRUCTIONAL METHODS FOR THE MIDDLE AND HIGH SCHOOL ,Education,Warner Pacific University,"ANDREW TORRIS, ED.D.",encouraging,0.9626211524009705,0.024951775,0.012427062,0.96262115
"AI tools are powerful aids in academic work, but they have limitations that must be understood to use effectively and responsibly.",INSTRUCTIONAL METHODS FOR THE MIDDLE AND HIGH SCHOOL ,Education,Warner Pacific University,"ANDREW TORRIS, ED.D.",conditional,0.6771438121795654,0.09334271,0.6771438,0.22951353
AI lacks human judgment and relies heavily on input data and may inadvertently perpetuate biases.,INSTRUCTIONAL METHODS FOR THE MIDDLE AND HIGH SCHOOL ,Education,Warner Pacific University,"ANDREW TORRIS, ED.D.",conditional,0.8122850060462952,0.091198795,0.812285,0.096516214
"(Stanford University Human-centered Artificial Intelligence, 2023).",INSTRUCTIONAL METHODS FOR THE MIDDLE AND HIGH SCHOOL ,Education,Warner Pacific University,"ANDREW TORRIS, ED.D.",encouraging,0.8193396329879761,0.114029564,0.06663082,0.81933963
"While AI can assist, it cannot replicate the nuanced guidance of a human instructor and cannot be used as a replacement for personal effort and critical thinking.",INSTRUCTIONAL METHODS FOR THE MIDDLE AND HIGH SCHOOL ,Education,Warner Pacific University,"ANDREW TORRIS, ED.D.",conditional,0.7995202541351318,0.1411155,0.79952025,0.0593643
Understanding these limitations is crucial to responsible AI use in academic work.,INSTRUCTIONAL METHODS FOR THE MIDDLE AND HIGH SCHOOL ,Education,Warner Pacific University,"ANDREW TORRIS, ED.D.",encouraging,0.9394376277923584,0.02397655,0.0365858,0.9394376
"Cheating (the use or attempted use of unauthorized materials, information, or study aids) 
2.",INSTRUCTIONAL METHODS FOR THE MIDDLE AND HIGH SCHOOL ,Education,Warner Pacific University,"ANDREW TORRIS, ED.D.",discouraging,0.7412075996398926,0.7412076,0.19051278,0.06827963
"Misuse of electronic resources (the use of unauthorized electronic resources to complete an assignment)  
 
All incidents of willful dishonesty or plagiarism will be reported in writing to the Vice President for Academic Affairs (VPAA).",INSTRUCTIONAL METHODS FOR THE MIDDLE AND HIGH SCHOOL ,Education,Warner Pacific University,"ANDREW TORRIS, ED.D.",discouraging,0.8155637979507446,0.8155638,0.13896433,0.045471873
